"results__layerId","results__layerName","results__displayFieldName","results__value","results__attributes__OBJECTID","results__attributes__HES Adı","results__attributes__Kurum","results__attributes__Aşaması(seç)","results__attributes__Akarsu Adı","results__attributes__SHAPE","results__geometryType","results__geometry__x","results__geometry__y","results__geometry__spatialReference__wkid","results__geometry__spatialReference__latestWkid","exceededTransferLimit"
"25","İşletme Durumuna Göre HES","HES_ADI","Değirmenözü HES","1267","Değirmenözü HES","Özel(Yap İşlet)","Fizibilite","Van Karasu Ç.","Point","esriGeometryPoint","43.489078767267429","38.694823221405215","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Geçitli HES","1173","Geçitli HES","Özel(Yap İşlet)","Ön Fizibilite","Cemikatli D.","Point","esriGeometryPoint","43.491620057739389","37.517603383592061","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gölgeli HES","1182","Gölgeli HES","Özel(Yap İşlet)","Ön Fizibilite","Deliçay","Point","esriGeometryPoint","43.553059439863226","39.119689316963232","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Morgedik HES","1332","Morgedik HES","Kamu","2","Deliçay","Point","esriGeometryPoint","43.555972914591756","39.121372920442454","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çukuryayla HES","269","Çukuryayla HES","Kamu","master plan, öninceleme","Kilise(Mur)  D.","Point","esriGeometryPoint","43.559175869859764","39.34520254539008","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Al HES","1226","Al HES","Özel(Yap İşlet)","Ön Fizibilite","Deliçay","Point","esriGeometryPoint","43.572283953381529","39.130824617663777","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kars Kale HES","1735","Kars Kale HES","Özel(Yap İşlet)","Fizibilite","Kars Cayı","Point","esriGeometryPoint","43.639556559947422","40.711597044946153","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Berkiş HES","1353","Berkiş HES","Kamu","master plan, öninceleme","Harapşıh D.","Point","esriGeometryPoint","43.779592120898698","38.153600956420306","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Aykırca Reg Ve HES","1092","Aykırca Reg Ve HES","Kamu","EIE","Başgöz Ç.","Point","esriGeometryPoint","30.070648752419284","36.490824699152022","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kapıcay HES","1034","Kapıcay HES","Kamu","Null","Başgöz Ç.","Point","esriGeometryPoint","30.144934088417081","36.413136545933007","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Dinar -2 HES","1361","Dinar -2 HES","Özel(Yap İşlet Devret)","IS","Karakuyu Depolaması","Point","esriGeometryPoint","30.163184485684198","38.08483753248764","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Tocak  I HES","1084","Tocak  I HES","Kamu","Null","Alakır Ç.","Point","esriGeometryPoint","30.2353224648623","36.429053685689169","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Porsuk HES","521","Porsuk HES","Kamu","planlama","Porsuk Ç.","Point","esriGeometryPoint","30.285365141751544","39.641076522439946","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Isparta Çayı Reg. Ve Maraton HES","1364","Isparta Çayı Reg. Ve Maraton HES","Özel(Yap İşlet)","PL","Isparta Ç.","Point","esriGeometryPoint","30.737617962292937","37.622547291393879","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eceada","622","Eceada","Kamu","4","Tavşansuyu D.","Point","esriGeometryPoint","30.873778710376452","40.558154972855668","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Göksu","610","Göksu","Kamu","4","Mudurnu Ç.","Point","esriGeometryPoint","30.898945174838563","40.579608270243703","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Balkaya","633","Balkaya","Kamu","4","Küçükdere","Point","esriGeometryPoint","30.961427551622357","40.70057800189322","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sütcüler HES","1363","Sütcüler HES","Özel(Yap İşlet Devret)","IS","Değirmen D.","Point","esriGeometryPoint","30.970515528066084","37.475140001868574","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gökçekaya HES","531","Gökçekaya HES","Kamu","isletmede","Sakarya N.","Point","esriGeometryPoint","31.0195340811092","40.028033897646232","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Uğur (Uğursuyu)","619","Uğur (Uğursuyu)","Kamu","4","Uğursuyu","Point","esriGeometryPoint","31.244010144208403","40.726962397100337","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yürük Regülatörü Ve HES","1380","Yürük Regülatörü Ve HES","Özel(Yap İşlet)","MP","Cevizlidere","Point","esriGeometryPoint","31.329294444401679","38.370192366420852","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sarıyar HES","530","Sarıyar HES","Kamu","isletmede","Sakarya N.","Point","esriGeometryPoint","31.423012933156652","40.045182940334513","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Akça HES","535","Akça HES","Özel(Yap İşlet)","Fizibilite","Kocadere","Point","esriGeometryPoint","31.510547678935239","37.473668521523791","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gökpınar","602","Gökpınar","Kamu","4","Açca Ç.","Point","esriGeometryPoint","31.577473754102584","40.323466444833123","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Karaköy","600","Karaköy","Kamu","5","Aladağ Ç.","Point","esriGeometryPoint","31.656821343783697","40.191782950021022","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Paşa","604","Paşa","Kamu","5","Bolu Ç.","Point","esriGeometryPoint","31.950077136368829","40.896739647162555","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Mengen ","3","Mengen","Kamu","4","Mengen Ç.","Point","esriGeometryPoint","31.957702685519251","40.897847899149468","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gündoğmuş","1100","Gündoğmuş","Özel(Yap İşlet)","Fizibilite","Alara Ç.","Point","esriGeometryPoint","32.023822911036987","36.760582937685371","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kamer Regülatörü Ve HES","1066","Kamer Regülatörü Ve HES","Kamu","Null","Alara Ç.","Point","esriGeometryPoint","32.151333458588752","36.757962922262273","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Balır HES","1095","Balır HES","Kamu","EIE","Alara Ç.","Point","esriGeometryPoint","32.201223360128168","36.748443292703911","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çakmaklı","568","Çakmaklı","Kamu","planlama","Gerede Ç.","Point","esriGeometryPoint","32.311928522949728","40.442956578009237","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Filyos HES","923","Filyos HES","Özel(Yap İşlet)","Ön rapor","Filyos Ir.","Point","esriGeometryPoint","32.332115947478428","41.200775393647184","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Bartın HES","881","Bartın HES","Kamu","master plan, öninceleme","Null","Point","esriGeometryPoint","32.38881758172375","41.617618417220058","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yalnızardıç HES","539","Yalnızardıç HES","Özel(Yap İşlet)","Fizibilite","Gevne Ç.","Point","esriGeometryPoint","32.465430852252169","36.740587658783724","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Güneyyaka HES","554","Güneyyaka HES","Özel(Yap İşlet)","Fizibilite","Boğazdere","Point","esriGeometryPoint","32.520100617523234","36.940233696526093","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yerköprü HES","549","Yerköprü HES","Kamu","isletmede","Göksu","Point","esriGeometryPoint","32.749871069731384","37.04831065376468","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çimen","625","Çimen","Kamu","4","Çerkeş Ç.","Point","esriGeometryPoint","32.750656049201574","40.891457236326481","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Han HES","914","Han HES","Özel(Yap İşlet)","Fizibilite","Null","Point","esriGeometryPoint","32.764945929139166","41.223725294069396","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eren I HES","897","Eren I HES","Özel(Yap İşlet)","Fizibilite","Valay Ç.","Point","esriGeometryPoint","32.893170607440297","41.141364331081853","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ballık HES","548","Ballık HES","Özel(Yap İşlet)","Fizibilite","Göksu","Point","esriGeometryPoint","32.947534132357838","36.971527918466187","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Balkusan 2 HES","537","Balkusan 2 HES","Özel(Yap İşlet)","SKHA","Balkusan D.","Point","esriGeometryPoint","33.003363519116306","36.583368154528173","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kuzkaya HES","932","Kuzkaya HES","Özel(Yap İşlet)","Fizibilite","Filyos Ir.","Point","esriGeometryPoint","33.03073532122437","41.232088748003022","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Lenger-2 HES","21","Lenger-2 HES","Özel(Yap İşlet)","SKHA","Kazıklı Dere","Point","esriGeometryPoint","33.057151658406077","36.272081738937715","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Mutlu HES","1703","Mutlu HES","Özel(Yap İşlet)","Ön rapor","Fakas Ç.","Point","esriGeometryPoint","33.329209999444018","41.977349477396061","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Karasu  HES","32","Karasu  HES","Özel(Yap İşlet)","Ön rapor","Göksu N.","Point","esriGeometryPoint","33.389295062070616","36.599604997044864","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sema","616","Sema","Kamu","4","Kızılırmak N.","Point","esriGeometryPoint","33.3898823627962","39.491311029835366","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kavak","6","Kavak","Kamu","4","Kızılırmak N.","Point","esriGeometryPoint","33.468318667453822","39.77870096458971","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Irmak HES","924","Irmak HES","Özel(Yap İşlet)","Ön rapor","Zarbana Ç.","Point","esriGeometryPoint","33.607574947444235","41.941554138209213","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Öz-Sa HES","51","Öz-Sa HES","Özel(Yap İşlet)","Fizibilite","Kurtsuyu","Point","esriGeometryPoint","33.633774492281788","36.603977242690895","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kayraktepe HES","31","Kayraktepe HES","Kamu","proje","Göksu N.","Point","esriGeometryPoint","33.817458864401296","36.400272885224332","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Silifke 21 HES","30","Silifke 21 HES","Kamu","master plan, öninceleme","Göksu N.","Point","esriGeometryPoint","33.863334232018317","36.404833603690115","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","İvriz HES","552","İvriz HES","Özel(Yap İşlet)","IS","İvriz D.","Point","esriGeometryPoint","34.173253801976706","37.428227336028613","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Cide HES","888","Cide HES","Özel(Yap İşlet)","Fizibilite","Null","Point","esriGeometryPoint","34.265750282755562","41.840889891906208","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Hidronehir I","636","Hidronehir I","Kamu","4","Devres Ç.","Point","esriGeometryPoint","34.322563179660335","41.062731348280842","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gök  HES","48","Gök  HES","Özel(Yap İşlet)","SKHA","Kadıncık Ç.","Point","esriGeometryPoint","34.733795619066576","37.148049107396481","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Bayramhacılı HES","1017","Bayramhacılı HES","Özel(Yap İşlet)","EPDK","Kızılırmak","Point","esriGeometryPoint","34.961038064061547","38.765329730953937","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kamışlı-I HES","16","Kamışlı-I HES","Kamu","master plan, öninceleme","Körkün Ç.","Point","esriGeometryPoint","34.968497508249847","37.602732601235907","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çakıt HES","59","Çakıt HES","Özel(Yap İşlet)","SKHA","Çakıt D.","Point","esriGeometryPoint","35.018874497739858","37.235270972856881","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sude HES","53","Sude HES","Özel(Yap İşlet)","SKHA","Körkün Ç.","Point","esriGeometryPoint","35.022211838190671","37.693105597663248","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Aşağı Körkün HES","103","Aşağı Körkün HES","Kamu","master plan, öninceleme","Körkün Ç.","Point","esriGeometryPoint","35.12314215220146","37.34623198770052","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Doğan HES","78","Doğan HES","Özel(Yap İşlet)","Fizibilite","Doğançay","Point","esriGeometryPoint","35.400783086745456","37.593377015583322","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yüreğir HES","83","Yüreğir HES","Kamu","isletmede","Seyhan N.","Point","esriGeometryPoint","35.408217621688578","36.940904874798164","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Mentaş HES","101","Mentaş HES","Kamu","isletmede","Seyhan N.","Point","esriGeometryPoint","35.463429138749525","37.384907333962246","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Göktaş 2 HES","63","Göktaş 2 HES","Kamu","proje","Zamantı Ç.","Point","esriGeometryPoint","35.579462512417486","37.62842816932374","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ilıcaoba","1792","Ilıcaoba","Özel(Yap İşlet)","Fizibilite","Gönen Ç.","Point","esriGeometryPoint","27.536487698377599","40.023429930991419","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kemer HES","1675","Kemer HES","","Null","Gürlen Ç.","Point","esriGeometryPoint","28.15775905156832","37.512566668048642","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Başaran HES","1624","Başaran HES","","Null","B.Menderes N.","Point","esriGeometryPoint","28.544989778013452","37.864040642676812","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kızkayası Barajı HES","504","Kızkayası Barajı HES","Özel(Yap İşlet)","SKHA","Emet Ç.","Point","esriGeometryPoint","28.604503664057237","39.834498599352777","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eceana I HES","1651","Eceana I HES","","Null","Eceana D.","Point","esriGeometryPoint","28.720187961999706","37.021660446608706","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sude HES","1693","Sude HES","","Null","Akçay","Point","esriGeometryPoint","28.775548778118594","37.243769967418849","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Emet","1791","Emet","Özel(Yap İşlet)","Fizibilite","Emet Ç.","Point","esriGeometryPoint","28.981090325242238","39.616582031139821","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Dere HES","1648","Dere HES","","Null","Dalaman Ç.","Point","esriGeometryPoint","29.22803276058043","37.170132660380432","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Bereket HES I","1627","Bereket HES I","","Null","Çuruksu Sağ S K","Point","esriGeometryPoint","29.240402848552268","37.796317842959731","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gözede2 HES","507","Gözede2 HES","Özel(Yap İşlet)","Fizibilite","Aksu Ç.","Point","esriGeometryPoint","29.311551659130107","40.158351924806034","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çalkuyucak HES","1635","Çalkuyucak HES","","Null","B.Menderes N.","Point","esriGeometryPoint","29.36100393099532","38.202966774363077","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eşen -2 HES","1658","Eşen -2 HES","","Null","Eşençay","Point","esriGeometryPoint","29.401050789474979","36.766896580051139","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Dikkaya HES","693","Dikkaya HES","Kamu","Başvuru","Null","Point","esriGeometryPoint","41.002736659143892","41.15680028366608","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kuzgun HES","473","Kuzgun HES","Kamu","isletmede","Serçeme D.","Point","esriGeometryPoint","41.063102246192052","40.186699362745905","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ayder HES","1590","Ayder HES","Kamu","Başvuru","Null","Point","esriGeometryPoint","41.069269343878119","40.982427741232968","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yedigöl HES","479","Yedigöl HES","Kamu","planlama","Aksu(Ovit)","Point","esriGeometryPoint","41.070826027453172","40.630281121793246","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çayönü HES","497","Çayönü HES","Özel(Yap İşlet)","Fizibilite","Askar Ç.","Point","esriGeometryPoint","41.079623537496104","38.571020873390168","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Hunut Çamlıkaya HES","230","Hunut Çamlıkaya HES","Kamu","master plan, öninceleme","Hunut D.","Point","esriGeometryPoint","41.149525479305161","40.648248877733003","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Üstün I-2 HES","835","Üstün I-2 HES","Kamu","FZB","Null","Point","esriGeometryPoint","41.160301105689513","41.243140624513273","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Rize Yeşildere HES","778","Rize Yeşildere HES","Kamu","FZB","Null","Point","esriGeometryPoint","41.218762034284573","41.16239138713054","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Emir HES-2","1920","Emir HES-2","Özel(Yap İşlet)","SKHA","Kızıl Dere","Point","esriGeometryPoint","41.356010633160523","40.685287333765089","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Güngör HES","222","Güngör HES","Kamu","master plan, öninceleme","Güngörmez D.","Point","esriGeometryPoint","41.360561825212883","40.156284195994346","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Garzan -3 Regulatoru Ve HES","966","Garzan -3 Regulatoru Ve HES","Özel(Yap İşlet)","On_Basvuru","Null","Point","esriGeometryPoint","41.377575316233219","37.976060851486331","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Saka HES","1860","Saka HES","Özel(Yap İşlet)","Fizibilite","Sidere Dere","Point","esriGeometryPoint","41.389320398904644","41.316241594593521","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Soğuksu HES","834","Soğuksu HES","Kamu","Ön Başvuru","Null","Point","esriGeometryPoint","41.398659078134052","41.248909973472401","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kara HES","1879","Kara HES","Özel(Yap İşlet)","Fizibilite","Agara Dere","Point","esriGeometryPoint","41.407878559346074","41.233568642368773","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Meşeli HES","1876","Meşeli HES","Özel(Yap İşlet)","Fizibilite","Zurgina Dere","Point","esriGeometryPoint","41.429282738729491","41.264387691973454","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Harman HES","1232","Harman HES","Özel(Yap İşlet)","Ön Fizibilite","Şerafeddin Suyu","Point","esriGeometryPoint","41.436655293172564","39.122188177819389","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Durak HES","1901","Durak HES","Özel(Yap İşlet)","Fizibilite","Yagmurçay Dere","Point","esriGeometryPoint","41.451167754578847","40.999073604362188","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yayla HES","1234","Yayla HES","Özel(Yap İşlet)","Ön Fizibilite","Goşkar Suyu","Point","esriGeometryPoint","41.459011935078173","39.120651881081614","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Aydın HES-1","1918","Aydın HES-1","Özel(Yap İşlet)","Fizibilite","Kılıçkaya Dere","Point","esriGeometryPoint","41.469875004552222","40.718285461839635","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Elif 2 HES","435","Elif 2 HES","Kamu","master plan, öninceleme","Şenyurt D.","Point","esriGeometryPoint","41.475761383006329","40.438985911991765","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kayalık HES","1139","Kayalık HES","Özel(Yap İşlet)","Fizibilite","Köşgar Dresi","Point","esriGeometryPoint","41.48406736329526","39.108471953481953","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ögdem HES","1814","Ögdem HES","Özel(Yap İşlet)","SKHA","Barhal Dere","Point","esriGeometryPoint","41.499577886233745","40.951896702653279","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Garzan -2 Regulatoru Ve HES","960","Garzan -2 Regulatoru Ve HES","Özel(Yap İşlet)","On_Basvuru","Null","Point","esriGeometryPoint","41.514960368651387","38.11180240727272","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Alpaslan -2 HES","1103","Alpaslan -2 HES","Kamu","Kesin Proje","Murat N.","Point","esriGeometryPoint","41.516105111873777","38.985163058437728","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Işkale HES","1856","Işkale HES","Özel(Yap İşlet)","Fizibilite","Muruvan Dere","Point","esriGeometryPoint","41.542317919158819","41.22652028590575","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Aktaş HES","234","Aktaş HES","Kamu","master plan, öninceleme","Tortum Ç.","Point","esriGeometryPoint","41.556380213970584","40.28019542566868","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çifteköprü HES","1820","Çifteköprü HES","Özel(Yap İşlet)","SKHA","Çihala Ç.","Point","esriGeometryPoint","41.603999953835277","41.378801422928767","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","İncebel HES","170","İncebel HES","Kamu","master plan, öninceleme","Büyükdere","Point","esriGeometryPoint","41.613933416370564","40.07586114047804","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Erenköy HES","1849","Erenköy HES","Özel(Yap İşlet)","SKHA","Murgul Dere","Point","esriGeometryPoint","41.623860092122762","41.308734182154332","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Düzhanlar HES","1848","Düzhanlar HES","Özel(Yap İşlet)","SKHA","Cihala Ç.","Point","esriGeometryPoint","41.660103257112951","41.367061784154586","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Tektaş HES","1889","Tektaş HES","Özel(Yap İşlet)","Ön rapor","Karşıköy Dere","Point","esriGeometryPoint","41.706818868249158","41.438853724639792","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Işıklı HES","1882","Işıklı HES","Özel(Yap İşlet)","Fizibilite","Büyükdere Irmagı","Point","esriGeometryPoint","41.75393203060024","41.336033307197546","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Tüva HES","1238","Tüva HES","Özel(Yap İşlet)","Ön Fizibilite","Navik D.","Point","esriGeometryPoint","41.895079583087885","38.430220521115977","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Of HES","1861","Of HES","Özel(Yap İşlet)","Fizibilite","Dipdüz Dere","Point","esriGeometryPoint","41.901658787770806","41.322975014814276","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yasemin HES","1874","Yasemin HES","Özel(Yap İşlet)","Fizibilite","Ortaköy Dere","Point","esriGeometryPoint","42.002824698397063","41.201300916268174","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ardanuç-7 HES","1912","Ardanuç-7 HES","Özel(Yap İşlet)","Fizibilite","Aydın Dere","Point","esriGeometryPoint","42.043161117984994","41.056682974739772","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Dikkaya HES","1800","Dikkaya HES","Özel(Yap İşlet)","Fizibilite","Karçal Dere","Point","esriGeometryPoint","42.070333125207888","41.293190761572376","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Olur Barajı HES","483","Olur Barajı HES","Kamu","planlama","Oltu Ç.","Point","esriGeometryPoint","42.0718328769591","40.763077786620194","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Galo HES","434","Galo HES","Kamu","master plan, öninceleme","Olurdere","Point","esriGeometryPoint","42.139205023645701","40.786001661723844","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Göktuğ HES","1928","Göktuğ HES","Özel(Yap İşlet)","Ön rapor","Yanıklı Dere","Point","esriGeometryPoint","42.142630720881691","41.256886897487739","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Cüneyt HES-2","1921","Cüneyt HES-2","Özel(Yap İşlet)","SKHA","Papart Dere","Point","esriGeometryPoint","42.178143424321689","41.461170465756823","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Akdamar HES","268","Akdamar HES","Kamu","master plan, öninceleme","Alabalık D.","Point","esriGeometryPoint","42.181147132687599","40.825069474694253","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gulec HES","1767","Gulec HES","Kamu","master plan, öninceleme","Kura N.","Point","esriGeometryPoint","42.211214422307386","41.03841531710389","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Susuz HES","1862","Susuz HES","Özel(Yap İşlet)","SKHA","Arpalı Dere","Point","esriGeometryPoint","42.304400497324359","41.258700409929268","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Aşık HES","1214","Aşık HES","Kamu","Ön Fizibilite","Ahkis D.","Point","esriGeometryPoint","42.319608050551317","38.054797419141572","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Karasu HES","992","Karasu HES","Özel(Yap İşlet)","Fizibilite","Temizçeşme D.","Point","esriGeometryPoint","42.329666239000559","37.884803161764538","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ardanuç-9 HES","264","Ardanuç-9 HES","Kamu","master plan, öninceleme","Melikoğlu","Point","esriGeometryPoint","42.368176634546302","40.656780635065303","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ulusal -2 HES","1344","Ulusal -2 HES","Kamu","2","Cemileleği D. - Botan Ç.","Point","esriGeometryPoint","42.385817673158698","38.137807218783223","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Hizan HES","988","Hizan HES","Kamu","master plan, öninceleme","Büyükçay","Point","esriGeometryPoint","42.399352753087733","38.130886508646235","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Paküs HES","1295","Paküs HES","Özel(Yap İşlet)","Fizibilite","Şeftalan","Point","esriGeometryPoint","42.403134122186955","38.266491833535284","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Didem HES","1916","Didem HES","Özel(Yap İşlet)","Fizibilite","Veliköy Dere Menbası","Point","esriGeometryPoint","42.436290119598837","41.315154204030485","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Cayırlı HES","1775","Cayırlı HES","Özel(Yap İşlet)","Fizibilite","Kura N.","Point","esriGeometryPoint","42.464128406008342","41.055588398339431","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kale HES","1245","Kale HES","Özel(Yap İşlet)","Ön Fizibilite","İziktaş D.","Point","esriGeometryPoint","42.547496173323481","38.26720358689937","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sağırkaya HES","1246","Sağırkaya HES","Özel(Yap İşlet)","Ön Fizibilite","Büyükdere","Point","esriGeometryPoint","42.552451629020211","37.970244992743318","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Pınar HES","1190","Pınar HES","Özel(Yap İşlet)","Ön Fizibilite","Çatak D.","Point","esriGeometryPoint","42.637694314965579","37.967016845428454","4326","4326",""
